price,bedrooms,bathrooms,sqft,floors,condition,grade,yr_built
500000.0,2,1.0,950,1.0,3,7,1926
625000.0,4,2.75,2140,1.0,3,7,1951
418000.0,2,1.5,1480,2.0,3,7,2007
660000.0,3,3.0,2260,2.0,3,8,2002
775000.0,4,2.5,2300,2.0,3,9,1999
429500.0,3,2.75,1650,1.0,4,7,1972
569000.0,3,2.0,1990,1.5,3,7,1908
250000.0,4,2.0,1960,1.0,5,7,1978
225000.0,3,1.5,1310,1.0,4,7,1969
530000.0,4,2.75,2450,1.0,5,9,1974
306000.0,3,1.0,910,1.0,3,7,1955
517100.0,3,1.75,1580,1.0,5,7,1962
354950.0,3,1.75,1780,1.0,3,7,1976
348000.0,3,1.5,1040,1.0,3,6,1925
522250.0,4,2.5,2340,1.0,3,8,1977
275000.0,3,2.5,1720,1.0,3,8,1983
390000.0,3,1.5,1600,1.0,3,7,1954
260000.0,3,1.5,1320,1.0,3,7,1954
585000.0,5,2.75,2350,1.5,3,8,1922
605000.0,5,2.75,2740,1.5,5,7,1925
342000.0,4,2.5,2300,2.0,3,8,2001
900000.0,5,3.0,4350,2.0,3,10,1972
252000.0,3,1.75,1430,1.0,4,7,1981
357000.0,3,1.75,2400,1.0,3,9,1971
370000.0,3,1.0,940,1.0,4,6,1959
322500.0,3,1.0,1020,1.0,5,7,1959
210000.0,2,2.0,1680,2.0,4,7,1910
290000.0,2,1.0,1340,1.0,3,7,1949
860000.0,4,3.25,3960,2.0,3,10,2005
302000.0,6,2.0,2650,1.5,3,8,1911
369160.0,4,2.25,2120,2.0,4,8,1965
1185000.0,4,2.75,2850,2.5,3,9,2003
993000.0,4,2.0,2850,2.0,5,8,1954
380000.0,6,2.0,1870,1.0,4,7,1968
635000.0,4,2.0,2660,1.0,4,7,1949
260000.0,3,1.0,1190,1.0,3,6,1947
243000.0,2,1.0,1770,1.5,4,7,1943
1400000.0,4,2.5,2770,2.0,3,9,2001
665000.0,4,2.5,2080,1.0,5,8,1952
898000.0,5,2.25,2700,2.0,5,9,1987
583000.0,4,2.75,2200,1.0,5,8,1955
429000.0,4,1.75,2160,2.0,2,8,1977
471000.0,3,2.5,2010,2.0,3,8,1998
1810000.0,3,3.5,3780,2.0,3,9,1951
739500.0,3,3.25,4460,2.0,3,9,2005
450000.0,3,1.5,1770,1.0,3,8,1959
552500.0,3,1.0,1430,1.0,3,7,1949
437000.0,4,1.75,1700,1.0,4,7,1954
270000.0,4,2.0,1830,1.5,3,7,1951
226740.0,3,1.5,1410,1.0,4,7,1965
446500.0,4,2.5,3060,1.0,3,8,1974
283000.0,3,2.0,1820,2.0,3,7,1920
445000.0,4,1.75,2430,1.5,4,7,1909
250000.0,2,1.0,740,1.0,5,6,1942
307000.0,3,1.0,770,1.0,3,6,1942
315000.0,4,2.75,2200,1.0,3,8,1991
555000.0,3,3.0,2920,1.5,3,7,1908
264900.0,4,2.5,2040,1.0,3,7,1979
510000.0,3,2.0,1600,1.0,3,7,1978
328000.0,4,2.5,1990,2.0,3,7,2002
358000.0,4,2.5,1830,2.0,3,7,2002
325000.0,3,2.5,2540,2.0,3,7,2005
1365000.0,2,3.25,2700,3.0,3,9,1990
230000.0,4,2.0,1440,1.0,4,7,1967
545000.0,3,2.0,1550,1.0,3,7,1955
705380.0,3,2.5,2490,2.0,3,9,2003
459000.0,5,2.5,2650,1.0,4,7,1979
815000.0,4,2.25,2000,2.0,3,8,2001
495000.0,6,5.0,3440,2.0,3,8,2007
520000.0,3,2.5,2280,2.5,3,9,1987
430000.0,2,1.5,1320,3.0,3,7,2001
255000.0,4,2.5,2070,2.0,3,8,1989
588000.0,3,2.0,1860,2.0,5,7,1908
350000.0,3,1.0,940,1.0,3,6,1959
625000.0,4,2.75,2290,1.0,5,7,1963
172500.0,2,2.0,1510,1.0,2,6,1958
554000.0,3,2.0,1830,1.5,5,7,1909
775000.0,4,2.5,3090,2.0,3,9,2001
1187500.0,4,3.5,4340,2.0,3,11,2003
618000.0,3,2.75,3200,2.0,3,9,1977
305000.0,4,1.0,1560,1.5,4,6,1954
232000.0,3,2.0,1280,1.0,3,7,1994
262000.0,4,2.5,2020,2.0,3,7,2002
234000.0,3,1.0,1040,1.0,5,7,1971
500000.0,4,2.75,2260,1.0,3,7,2002
278000.0,3,1.0,860,1.0,3,6,1920
230000.0,5,1.0,1920,1.0,3,7,1961
500000.0,4,1.75,2290,1.0,5,8,1969
366500.0,4,2.75,2070,1.0,5,7,1945
665000.0,6,3.0,4250,2.5,4,7,1902
1101000.0,3,1.5,2220,2.0,3,9,1928
575000.0,2,1.75,1840,1.0,3,8,1957
674750.0,4,2.5,2590,2.0,3,10,1993
719000.0,5,2.0,3110,1.0,5,7,1940
482000.0,3,1.75,2600,1.0,4,7,1980
254000.0,2,1.0,1060,1.0,4,6,1952
443725.0,3,1.75,1250,1.0,4,7,1944
575000.0,4,2.5,2520,2.0,3,8,1980
469000.0,3,2.25,2070,1.0,3,8,1977
175000.0,2,1.0,1300,1.0,5,6,1958
437000.0,5,2.0,2190,1.0,3,7,1961
550000.0,4,3.0,2760,1.0,4,8,1974
172040.0,3,2.25,1710,1.0,4,7,1979
363000.0,3,2.0,1750,1.0,3,8,1993
282000.0,3,2.25,1552,2.0,3,7,2012
400000.0,6,2.0,2350,2.0,3,8,1905
650000.0,5,3.5,5110,2.0,3,10,2003
365000.0,3,2.5,1720,2.0,4,7,1990
269950.0,4,2.5,1960,2.0,3,8,2002
260000.0,2,1.0,1270,1.0,3,6,1977
193000.0,3,1.5,1180,1.0,4,7,1977
340000.0,4,2.25,2230,2.0,3,8,2005
900000.0,4,3.25,4700,2.0,3,10,1978
371000.0,3,2.5,2150,2.0,3,8,1991
592000.0,3,2.5,2400,2.0,3,8,1985
300000.0,3,2.5,1830,2.0,3,7,1991
449950.0,4,3.0,2800,2.0,3,8,2003
299500.0,3,2.5,2090,2.0,3,8,1989
995000.0,4,2.25,2340,1.0,4,9,1963
335000.0,4,1.75,1670,1.0,3,7,1960
280000.0,4,2.25,1990,1.0,4,8,1978
446000.0,4,2.25,2270,1.0,3,7,1977
1544500.0,4,2.75,4910,1.0,4,10,1964
325000.0,3,1.0,950,1.0,4,6,1943
450000.0,3,1.75,1610,1.0,3,7,1955
322500.0,4,2.5,1940,2.0,3,7,2000
453000.0,3,1.0,1210,1.0,5,7,1955
655000.0,4,2.5,2570,2.0,3,9,2001
603000.0,3,2.25,1700,2.0,5,7,1926
235000.0,4,1.0,1610,1.5,3,6,1947
968933.0,4,3.5,4120,2.0,3,11,2006
1015000.0,3,3.5,2880,1.0,3,8,1980
435000.0,4,2.25,1990,2.0,3,8,1973
242000.0,3,2.0,1260,1.0,3,7,1986
487000.0,6,3.25,4750,2.0,4,8,1947
810000.0,4,2.75,3010,2.0,3,9,1996
625000.0,3,2.5,2410,1.0,4,8,1976
165000.0,3,1.5,1280,1.0,3,7,1973
335000.0,3,1.0,2320,1.0,3,7,1960
286700.0,3,1.0,1220,1.0,3,6,1958
699000.0,2,1.5,1400,1.0,4,8,1954
280000.0,3,1.75,1590,1.0,3,7,1974
580000.0,4,2.5,2220,2.0,3,8,1988
754800.0,2,2.5,2770,2.0,3,8,2006
525000.0,4,2.5,2303,2.0,3,8,1995
562000.0,3,1.75,1600,1.0,3,8,1962
575000.0,4,1.75,1280,1.0,3,7,1926
808900.0,5,2.5,2900,2.0,3,9,2006
992000.0,3,2.25,2950,1.0,4,10,1966
335000.0,3,2.5,1700,2.0,3,7,1997
473000.0,3,2.75,1050,1.0,3,7,1985
350000.0,4,2.75,2990,1.0,4,8,1977
1600000.0,5,2.5,3100,2.5,4,9,1906
305500.0,3,1.0,1240,1.0,4,7,1950
306000.0,2,1.0,780,1.0,4,7,1946
233000.0,2,2.25,850,2.0,3,8,2001
490000.0,3,1.75,1540,1.0,3,8,1971
445000.0,4,2.5,2280,2.0,3,8,1994
355000.0,3,2.25,2550,1.0,3,7,1959
360000.0,2,2.0,1770,1.0,4,8,1987
737500.0,3,1.75,2320,2.0,3,7,1935
985000.0,3,3.5,2600,2.0,5,8,1969
349950.0,2,3.25,1570,2.0,3,8,2006
520000.0,4,2.5,3060,2.0,3,8,2005
355950.0,4,2.5,1960,1.0,3,7,1955
485000.0,5,2.5,3270,2.0,3,9,2004
143000.0,3,1.0,1090,1.0,4,6,1969
3278000.0,2,1.75,6840,2.5,3,11,2001
355000.0,3,1.0,940,1.0,4,7,1967
1126000.0,5,3.5,3880,2.0,4,9,1979
200000.0,5,1.75,1770,1.0,4,7,1959
913000.0,4,2.5,3640,2.0,3,11,1999
1600000.0,3,2.5,3160,1.0,4,9,1966
409900.0,2,2.5,1590,2.0,3,9,1997
265000.0,4,1.0,1290,1.0,3,6,1950
740000.0,5,3.0,3655,1.0,5,8,1955
306000.0,4,2.5,2490,2.0,3,7,2001
381000.0,3,2.5,1470,2.0,3,7,2003
1220000.0,3,3.25,3960,2.0,3,10,1933
1050000.0,3,3.5,3190,1.0,4,8,1941
408000.0,2,1.0,810,1.0,5,6,1948
739900.0,5,2.5,2980,2.0,3,9,2006
674250.0,4,2.5,2780,1.0,4,9,1985
438400.0,2,1.0,1340,1.0,4,7,1953
1700000.0,5,5.0,4930,2.0,3,11,2000
703000.0,3,2.0,1360,1.5,3,8,1945
262000.0,3,1.75,1320,1.0,4,7,1989
353000.0,3,2.0,1210,1.0,3,7,1984
500000.0,4,2.5,1940,2.0,3,8,1995
1280000.0,4,2.5,3160,1.5,3,9,1917
332000.0,4,2.5,1980,2.0,3,8,2004
824000.0,4,2.5,2320,1.0,4,9,1974
290000.0,4,2.0,1660,1.0,3,7,1968
700000.0,3,2.5,1660,2.0,3,9,2002
550000.0,2,1.0,1080,1.0,4,7,1922
549000.0,2,1.0,1510,1.5,4,7,1921
1865000.0,4,2.5,2950,1.0,4,9,1951
858000.0,4,2.25,3070,2.0,3,9,1978
345000.0,2,1.0,970,1.0,3,7,1947
340000.0,4,1.75,2140,2.5,3,8,1930
1215000.0,4,2.25,2570,2.5,4,9,1962
275000.0,3,2.25,1260,3.0,3,7,2009
405000.0,3,1.0,1220,1.0,3,7,1963
432500.0,3,2.0,1720,2.0,5,7,1949
236500.0,4,1.0,2140,1.5,3,6,1925
679000.0,4,1.5,1420,1.5,4,8,1928
543000.0,4,2.5,2060,2.0,3,8,1995
294000.0,3,1.0,1320,1.0,3,7,1953
340500.0,3,1.75,1810,1.0,4,7,1969
1012000.0,4,2.5,2980,2.0,3,9,1989
335000.0,2,2.0,1350,1.0,3,8,1976
425000.0,3,2.0,1540,1.0,3,7,1988
353000.0,3,2.5,2510,2.0,4,8,2001
540000.0,3,2.5,1670,2.0,3,8,1991
640000.0,5,3.5,3690,2.0,3,9,2006
339950.0,3,1.0,1320,1.0,3,8,1959
195000.0,3,1.75,1510,1.0,2,7,1979
322000.0,3,1.75,1510,1.0,2,7,1979
660000.0,4,1.75,1870,1.0,3,8,1978
280000.0,6,3.0,2400,2.0,3,7,1991
300000.0,6,3.0,2400,2.0,3,7,1991
207500.0,3,1.0,1170,1.0,4,6,1966
195000.0,3,1.5,1190,1.0,3,7,1956
700000.0,3,2.0,2080,1.0,5,7,1954
560000.0,4,1.75,2150,1.0,4,7,1982
260000.0,3,1.75,1580,1.0,5,7,1911
575000.0,3,1.75,1580,1.0,5,7,1911
475000.0,3,2.5,2370,2.0,3,8,2006
285000.0,3,1.75,1840,1.0,3,7,1905
753888.0,4,2.5,2660,2.0,3,9,2003
650000.0,3,2.5,2190,2.0,3,9,2003
620000.0,3,2.25,1660,1.5,4,7,1929
526000.0,3,1.75,1780,1.0,3,7,1977
155000.0,2,1.0,700,1.0,5,6,1952
342000.0,4,2.0,1570,1.0,3,7,1959
390000.0,3,1.75,1220,1.0,3,7,1981
685000.0,3,2.75,3150,2.0,4,9,1990
608000.0,4,2.5,2690,2.0,3,7,2001
179900.0,2,1.0,680,1.0,3,6,1943
1245000.0,6,3.25,3750,2.0,5,9,1936
166000.0,3,1.0,1010,1.0,3,7,1957
462000.0,3,1.5,1710,1.5,3,8,1928
545000.0,4,2.5,2090,2.0,3,8,1990
415000.0,3,1.0,1560,1.5,3,7,1903
269000.0,3,2.5,1560,2.0,3,7,2003
356500.0,4,2.5,2570,2.0,3,8,2008
225000.0,3,1.0,1010,1.0,4,6,1961
175000.0,2,1.0,1020,1.0,4,6,1948
549000.0,5,2.5,1710,2.0,4,8,1974
535000.0,3,2.75,2300,2.0,3,8,1989
627000.0,4,2.25,1990,1.0,3,8,1973
565000.0,3,2.0,2730,2.5,3,9,1976
392450.0,4,2.0,2195,1.0,3,7,1912
509000.0,2,2.0,1560,1.0,3,8,2006
340000.0,3,2.5,1400,1.0,3,7,1921
537000.0,3,2.5,1400,1.0,3,7,1921
865000.0,4,3.0,3690,2.0,3,10,1998
358000.0,2,1.0,1140,1.0,3,7,1948
595000.0,4,2.25,1920,1.5,5,7,1923
661000.0,4,2.5,2496,2.0,3,9,1998
419950.0,3,2.25,2280,1.0,4,7,1977
490000.0,4,3.5,3200,2.0,3,9,2006
525000.0,2,1.0,880,1.0,3,7,1940
350000.0,3,2.0,1320,3.0,3,7,1995
552500.0,3,2.5,2450,2.0,3,9,2008
210000.0,3,1.0,1040,1.0,4,6,1961
390000.0,3,2.5,2480,2.0,3,9,1990
336800.0,5,1.75,1830,1.5,3,7,1958
465000.0,3,2.5,1440,2.0,3,7,2003
299900.0,4,2.5,1580,2.0,3,7,2011
715000.0,3,3.25,3230,2.0,3,9,2006
235000.0,4,2.5,1810,1.0,3,7,1970
276000.0,3,2.5,2495,2.0,3,8,2007
265000.0,4,1.5,1740,1.0,4,7,1964
425000.0,3,1.75,1680,1.0,4,6,1900
313000.0,4,2.5,2460,2.0,3,8,1993
715000.0,3,2.5,3050,1.0,3,8,1984
265000.0,3,2.25,1630,2.0,3,7,1991
646000.0,3,2.75,2460,2.0,3,9,2004
175000.0,3,1.0,1030,1.0,3,7,1954
649000.0,3,2.5,3410,1.0,4,10,1973
785000.0,3,2.75,2310,1.0,4,7,1940
890000.0,4,2.75,2610,1.0,5,8,1920
612000.0,3,3.0,2330,1.0,3,9,1998
330000.0,4,2.5,2980,2.0,3,8,2003
493000.0,3,2.25,1790,1.0,3,8,1978
1600000.0,4,2.25,2940,1.0,3,9,1957
1620000.0,4,3.0,3900,1.0,5,10,1972
1650000.0,4,3.0,3900,1.0,5,10,1972
499000.0,3,2.5,1750,2.5,3,7,1900
603500.0,6,2.75,2660,1.0,5,8,1962
530000.0,2,1.5,1580,1.0,3,8,1941
895000.0,5,2.5,2350,1.0,4,8,1962
267345.0,4,2.25,2510,1.0,4,7,1972
275000.0,3,2.5,1480,2.0,3,8,1987
439950.0,3,1.75,1720,1.0,3,7,1950
455000.0,3,2.25,1470,2.0,4,7,1985
630000.0,3,1.75,1540,1.0,3,7,1944
690000.0,3,2.5,2820,2.0,3,9,2004
212000.0,4,1.75,1250,1.0,4,7,1971
231500.0,4,2.25,2080,1.0,4,7,1985
1237500.0,4,3.25,5180,2.0,4,10,1991
378500.0,3,2.5,2860,2.0,4,9,1990
482000.0,4,2.5,2710,2.0,3,9,1989
695000.0,2,1.0,1140,1.0,3,7,1924
965000.0,4,2.5,4070,2.0,3,10,1989
675000.0,3,1.75,1710,1.0,4,8,1941
387000.0,3,1.5,1340,1.0,3,7,1972
347500.0,4,2.75,2290,2.0,3,8,1977
385000.0,3,2.0,1860,1.0,3,8,1922
265000.0,3,1.0,1080,1.0,3,6,1950
406000.0,3,1.0,960,1.0,3,7,1953
134000.0,2,1.5,980,2.0,3,7,1922
415000.0,3,1.0,1500,2.0,5,7,1926
375000.0,3,1.75,1440,1.0,3,7,1973
620000.0,4,2.5,2580,2.0,3,8,1993
337500.0,5,2.5,2070,2.0,3,7,1999
565000.0,3,2.5,1880,1.0,4,7,1967
399500.0,3,1.75,2420,2.0,3,7,1911
1065000.0,2,1.75,1890,2.0,3,8,1987
352500.0,3,2.0,1920,1.0,3,8,1992
259000.0,3,2.0,1870,1.0,3,7,1986
320000.0,2,1.0,900,1.0,3,7,1971
733000.0,3,2.5,2160,2.0,4,9,1989
381500.0,2,1.0,900,1.0,5,7,1924
343000.0,2,1.0,1180,1.0,4,7,1957
205500.0,2,1.0,900,1.0,5,6,1938
525000.0,3,2.0,1600,1.0,5,7,1967
300000.0,3,1.75,1500,1.0,5,6,1943
299000.0,2,1.0,1070,1.0,3,6,1942
561000.0,4,2.5,2570,2.0,3,8,1990
450000.0,3,1.0,1210,1.5,3,7,1928
540000.0,4,2.5,1850,2.0,3,8,1985
379000.0,3,2.5,1740,2.0,3,8,1992
230000.0,3,1.0,1300,1.0,4,7,1958
399950.0,3,2.5,2000,2.0,4,8,1989
355000.0,5,2.5,3220,2.0,3,8,2002
580000.0,4,2.25,2160,1.0,3,8,1969
700000.0,3,2.0,2130,1.5,4,7,1922
279900.0,3,1.75,1580,1.0,4,7,1962
210000.0,3,1.0,1200,1.0,3,6,1905
1165000.0,3,3.0,3790,2.0,3,10,1989
290300.0,2,1.0,860,1.0,4,6,1931
1599950.0,5,4.5,5130,2.0,3,11,1996
490000.0,3,1.0,1600,1.5,3,7,1939
606000.0,4,2.5,2110,2.0,3,9,1987
359950.0,3,1.0,1400,1.0,3,6,1943
677100.0,3,2.0,2110,1.0,3,10,1993
465000.0,3,2.0,1430,1.0,4,7,1984
4500000.0,5,5.5,6640,2.0,3,12,2004
500000.0,3,2.0,3040,1.0,4,8,1978
455000.0,2,1.0,980,1.0,4,7,1950
705000.0,6,2.0,2570,1.5,4,7,1911
420000.0,3,2.5,2060,1.0,4,8,1967
169575.0,3,1.0,1300,1.0,3,7,1968
250000.0,3,1.0,1300,1.0,3,7,1968
530000.0,3,2.25,1680,1.0,5,7,1973
590000.0,5,3.25,4020,1.0,5,8,1970
257500.0,3,1.75,1530,1.0,3,7,1979
415000.0,3,1.0,1170,1.0,3,8,1957
536000.0,3,1.75,1580,1.5,3,7,1945
246500.0,3,1.5,1270,1.0,4,7,1964
395000.0,3,1.75,1480,1.0,3,8,1975
739000.0,3,2.25,2220,1.0,4,8,1974
1272000.0,4,2.75,3200,2.0,3,11,1984
190000.0,3,1.0,910,1.0,4,7,1968
305000.0,3,1.5,1480,1.0,3,7,1962
925000.0,4,4.25,3770,2.0,4,8,1983
895000.0,4,3.0,3500,2.0,3,10,1977
656000.0,3,1.75,1480,1.5,3,8,1943
560000.0,4,1.0,1660,1.5,3,7,1945
610000.0,5,2.25,2520,2.0,3,9,1977
645000.0,4,2.5,2850,2.0,3,9,1987
259000.0,3,2.5,2153,2.0,3,8,2007
980000.0,4,2.5,3780,2.0,3,10,1990
872000.0,4,4.0,3770,1.0,4,9,1967
1000000.0,6,2.75,3600,1.0,4,9,1977
900000.0,3,2.75,2980,1.5,3,8,1941
475000.0,4,1.5,2320,1.5,4,7,1915
350000.0,5,2.75,2980,1.0,4,8,1975
840000.0,4,1.75,2930,1.0,3,9,1947
500000.0,4,2.5,2040,1.0,3,8,1963
202500.0,3,1.5,1510,1.0,3,7,1954
523000.0,4,2.5,2660,2.0,3,8,1988
225000.0,3,2.5,1740,2.0,3,7,1989
418200.0,3,2.25,2240,1.0,3,7,1980
356500.0,4,1.75,1570,1.0,3,7,1959
670000.0,4,3.0,2500,1.5,4,7,1926
456150.0,3,2.25,1750,1.0,5,7,1962
471000.0,4,2.5,3030,2.0,3,8,1998
558000.0,3,2.5,1680,3.0,3,8,2008
1380000.0,6,4.5,5740,2.0,3,11,2000
161500.0,3,1.0,1220,1.0,5,7,1961
311000.0,3,1.0,1310,1.5,3,7,1962
470000.0,6,1.75,2490,1.5,4,8,1966
569000.0,3,3.25,2220,1.5,5,8,1929
689000.0,4,2.5,2240,2.0,3,9,1989
271900.0,3,1.75,1890,1.0,3,7,1979
278000.0,4,2.5,1850,2.0,3,7,1991
820000.0,2,2.5,2210,2.0,4,8,1931
399500.0,3,1.75,1410,1.0,4,7,1967
462000.0,3,2.75,1890,2.0,4,9,1979
347500.0,3,1.0,1830,1.0,3,7,1977
562100.0,2,0.75,1440,1.0,3,7,1914
230000.0,2,1.0,950,1.0,3,6,1958
687000.0,4,2.5,2370,2.0,5,8,1966
725786.0,4,2.5,3070,2.0,3,10,2000
315500.0,3,1.0,1300,1.0,4,7,1969
312000.0,4,2.0,1300,1.0,3,7,1950
343000.0,3,3.25,1210,2.0,3,8,2002
385195.0,1,1.0,710,1.5,3,6,2015
415000.0,4,2.25,2240,1.0,4,8,1981
461000.0,3,1.75,3600,2.0,4,6,1948
369990.0,4,2.5,1960,2.0,3,7,2002
349950.0,4,2.5,1820,2.0,3,7,1999
285750.0,3,2.25,1960,1.0,3,8,1966
542500.0,4,2.25,1750,1.0,3,8,1972
830000.0,5,3.5,3700,2.0,3,9,2011
705000.0,4,2.5,2910,2.0,4,8,1976
615000.0,2,1.0,1270,1.0,3,8,1949
184500.0,2,1.0,720,1.0,3,6,1940
412000.0,2,1.0,1040,1.0,3,7,1901
250000.0,3,1.5,2210,1.5,3,7,1934
580000.0,5,2.0,2060,2.0,3,7,1903
220000.0,2,1.0,780,1.0,5,6,1923
675000.0,4,2.75,2240,1.0,4,8,1976
373500.0,2,1.0,800,1.0,3,7,1918
662700.0,2,1.5,2440,2.0,3,7,1910
239950.0,5,1.0,1460,2.0,4,6,1941
383000.0,3,1.0,1150,1.0,4,7,1957
485000.0,3,2.75,2650,1.0,4,7,1975
610000.0,4,2.75,2600,1.0,5,8,1976
545000.0,6,1.75,1820,1.0,3,7,1954
780000.0,2,2.5,2560,2.0,5,8,1901
305000.0,3,2.5,1714,2.0,3,8,2005
405000.0,3,1.0,1330,1.0,3,7,1984
1110000.0,5,3.5,7350,2.0,3,11,2001
273000.0,3,1.75,2050,2.0,4,6,1959
326500.0,3,1.0,1810,2.0,3,7,1970
365000.0,3,1.75,1380,1.0,5,7,1981
1000750.0,3,2.75,3070,2.0,3,10,1987
422500.0,2,1.0,800,1.0,3,7,1940
354450.0,4,2.75,2140,2.0,3,8,1993
320000.0,3,1.0,1330,1.0,4,7,1971
223000.0,3,1.0,1030,1.0,3,7,1961
410000.0,3,2.5,1740,2.0,3,7,2008
438000.0,3,1.0,1200,1.5,4,6,1923
390000.0,3,3.0,1490,2.0,3,7,1993
298500.0,4,2.5,1890,2.0,3,7,2004
749999.0,5,2.25,3060,2.0,3,10,1989
779000.0,6,2.5,3250,1.0,3,8,1966
570000.0,3,2.75,2730,2.0,3,8,1978
385000.0,3,1.0,810,1.0,3,6,1918
649000.0,4,2.0,2240,1.0,5,8,1961
283000.0,3,1.0,1740,1.0,3,7,1947
699900.0,4,2.25,2380,1.0,3,7,1961
278500.0,4,1.0,1540,1.0,3,7,1971
700000.0,4,1.75,2340,1.0,3,8,1975
535000.0,4,2.75,2710,2.0,3,9,1995
234500.0,3,1.75,1310,1.0,3,7,1954
374150.0,3,1.75,1390,1.0,4,7,1973
397000.0,4,2.5,2201,2.0,3,8,2006
613000.0,3,2.25,1960,1.0,3,8,1988
1150000.0,3,2.5,2850,1.0,4,8,1954
595000.0,4,1.75,1880,1.0,3,7,1924
340000.0,5,2.75,2440,2.0,3,8,2003
388000.0,4,2.5,2560,2.0,3,9,2005
404000.0,3,1.75,1410,1.0,3,7,1950
810000.0,3,2.0,2870,1.5,4,8,1946
405000.0,4,2.5,2620,2.0,3,9,1987
726000.0,5,3.0,2970,2.0,3,9,2000
266000.0,3,2.5,1780,1.0,4,7,1986
722500.0,5,2.25,3700,1.0,5,8,1970
352000.0,4,2.5,1252,1.0,3,8,1996
265000.0,4,1.5,1240,1.0,4,7,1961
856000.0,3,2.5,2160,2.0,3,9,2014
346950.0,3,2.5,2040,2.0,4,8,2006
866059.0,5,3.5,3130,2.0,3,9,2014
410000.0,3,2.5,2350,2.0,3,7,2004
370000.0,3,1.75,1570,2.0,3,7,1982
230000.0,3,1.0,1530,1.5,4,7,1919
400000.0,2,2.0,1520,1.0,3,7,1999
172000.0,3,1.0,1350,1.0,4,7,1959
615000.0,3,1.75,1950,1.0,4,8,1962
860000.0,4,3.5,3950,2.0,3,10,1998
555000.0,3,1.75,2040,1.0,5,7,1958
579000.0,3,2.5,1990,1.5,5,8,1926
385000.0,3,1.75,1300,1.0,3,7,1968
420000.0,4,2.25,2030,2.0,3,7,1977
645000.0,3,1.75,2340,1.5,5,7,1914
549950.0,3,2.5,2160,2.0,3,8,1996
678000.0,3,2.75,2770,1.0,5,8,1962
199000.0,4,2.0,2030,2.0,3,7,1950
604000.0,3,1.0,1440,1.0,4,7,1957
268000.0,5,1.75,1730,1.0,5,7,1963
960000.0,5,3.5,4510,2.0,3,10,2003
509250.0,3,2.5,2100,1.0,4,7,1980
416000.0,3,2.5,1800,2.0,3,8,1987
190000.0,3,1.0,1090,1.0,3,7,1967
212000.0,3,1.5,1010,1.0,4,7,1973
325900.0,3,2.5,2040,2.0,3,8,1985
560000.0,3,3.5,2270,2.0,3,8,1996
275000.0,3,2.5,1730,2.0,4,7,1987
665000.0,4,2.5,2480,2.0,3,8,1994
1505000.0,4,3.5,3480,2.0,3,9,1926
375000.0,4,2.0,1720,1.0,3,7,1930
359950.0,3,1.75,1570,1.0,3,7,1979
340000.0,4,2.75,3527,2.0,3,7,2005
401000.0,2,1.0,840,1.0,4,7,1948
669000.0,2,1.75,1950,1.0,4,6,1952
638500.0,4,2.5,1980,2.0,3,8,2004
545000.0,2,1.5,1620,2.0,5,7,1924
524000.0,4,1.0,1980,1.0,3,7,1973
1610000.0,5,3.75,3530,2.0,3,10,2013
280000.0,2,1.0,1260,1.0,3,6,1947
828000.0,4,2.5,2120,1.0,4,8,1979
223000.0,3,1.75,1360,1.0,4,7,1984
1289000.0,4,3.5,3100,2.0,3,9,1981
750000.0,2,2.0,2370,1.0,3,7,1970
430000.0,2,1.0,1460,1.0,3,7,1947
711000.0,4,1.75,1980,1.0,5,6,1948
310000.0,4,2.5,1930,2.0,3,8,1994
415000.0,5,1.75,3700,1.0,3,8,1957
274900.0,4,2.5,1970,2.0,3,7,1987
525000.0,3,3.0,2470,2.0,4,8,1980
179500.0,3,1.0,1180,1.0,3,7,1952
478000.0,3,1.0,1280,1.5,3,8,1910
195000.0,3,1.75,1380,1.0,3,7,1981
385000.0,4,3.0,2740,1.0,3,8,1980
401000.0,3,2.75,2020,1.0,3,7,1969
522000.0,4,2.5,2835,2.0,3,8,2002
330000.0,4,1.75,1520,1.0,4,7,1968
503000.0,3,2.5,2190,2.0,3,9,1999
175000.0,5,1.75,1680,1.0,4,7,1979
963990.0,4,3.5,3915,2.0,3,9,2014
845000.0,5,2.0,1720,1.0,4,8,1951
157500.0,2,1.0,670,1.0,3,5,1905
450000.0,2,3.0,1790,2.0,3,7,2001
925000.0,4,1.75,2440,1.0,3,8,1950
600000.0,2,1.0,920,1.0,4,7,1938
709000.0,4,1.0,1680,1.5,3,7,1911
1385000.0,5,3.75,3290,2.0,5,10,1938
248000.0,3,2.5,2120,1.0,3,7,1984
245000.0,3,1.0,910,1.0,4,6,1912
332000.0,2,1.0,1000,1.0,4,6,1942
459950.0,3,2.5,2340,2.0,3,7,2002
425000.0,3,2.0,1180,2.0,3,8,1994
460000.0,3,2.25,2080,1.0,3,8,1979
838300.0,6,2.5,3760,1.0,3,9,1967
256000.0,3,2.5,1480,2.0,5,7,1995
864000.0,3,2.75,3060,2.0,3,10,1984
900000.0,4,3.5,3070,2.0,3,9,1922
145600.0,3,1.0,1170,1.0,3,6,1958
865000.0,5,3.0,2900,1.0,5,8,1977
250250.0,3,2.25,2210,2.0,4,8,1969
162000.0,4,2.0,1440,1.0,4,5,1943
450000.0,4,1.75,1980,1.0,3,7,1973
675500.0,4,2.75,2060,1.0,2,8,1978
